"artist","bdp","bdp_s","beg","beg_s","bsp","bsp_s","cdp","cdp_s","csp","csp_s","ddp","ddp_s","dsp","dsp_s","edp","edp_s","esp","esp_s","konami_id","sa4_id","title"
"BEMANI Sound Team ""S-C-U & SYUNN""","8","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","d9QO9odlI18i96I6DQPld1iiol8ODl0o","891","toy boxer"
"BEMANI Sound Team ""PON"" feat.NU-KO","6","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","lqI8DD9Plq6IO8P8P6Pl8Di98DlI9oP8","892","おーまい！らぶりー！すうぃーてぃ！だーりん！"
"BEMANI Sound Team ""PHQUASE""","9","0","5","0","9","0","-1","0","-1","0","13","0","13","0","17","0","17","0","6DQ9D9oi66I8ODi8o0dPdOD1ibbIqIdI","893","voltississimo"
"BEMANI Sound Team ""猫叉劇団""","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","15","0","14","0","blld8o09oQo80PIIoIdbP9688DIqlbdb","894","Afterimage d'automne"
"いちか","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","06DO8bb0O891IQ9QP01diqOOl0D80QbO","895","ミッドナイト☆WAR"
"DJ Shimamura","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","Ol8PPooqO8iOqQ6900o0q0QI9dPo0O0b","896","Rampage Hero"
"日向美ビタースイーツ♪","7","0","4","0","7","0","17","0","17","0","11","0","11","0","15","0","15","0","I0qiD6Ob86D1oQOib81lID6Dll8iOOOP","897","ホーンテッド★メイドランチ"
"U1 overground","9","0","5","0","9","0","-1","0","-1","0","13","0","13","0","17","0","17","0","96d9qiDD8l09DQq6O1DO6O6I1IdP8q0D","898","未完成ノ蒸氣驅動乙女 (DDR Edition)"
"劇団レコード","8","0","5","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","obd0PDIDq8qqd9q9qdbDdqD98bd61I8D","899","SWEET HOME PARTY"
"Dormir","7","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","8q68D8iP6lIdiP8bo9PoOib8lb9loIob","900","Une mage blanche"
"Cranky","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","6d8DiDl0i1oldbbo0o60PQ0q96d608Dq","901","ALPACORE"
"BUNNY","7","0","2","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","lq9iPP06O8qiP1iooiboPO910b86di19","902","IRON HEART"
"CHEAP CREAM","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","11","0","olDoq69qD008Q9bb8d9OOlPO160Qd0dq","903","Stay 4 Ever"
"中島由貴 × いちか","8","0","4","0","8","0","-1","0","-1","0","13","0","13","0","17","0","17","0","D08lqQOPdOO6D6ll690Qd6PdbO111011","904","ランカーキラーガール"
"BEMANI Sound Team""U1×TAG""","9","0","5","0","9","0","-1","0","-1","0","14","0","14","0","17","0","17","0","Q8bIDb60oPo890oi0l0O9PQd9lOb8o1Q","905","The History of the Future"
"ゴールデンボンバー","4","0","3","0","4","0","-1","0","-1","0","7","0","7","0","11","0","10","0","illQ66d0QlbDl18OOb8P0ODD0oDP19PQ","906","令和"
"Dustvoxx","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","14","0","14","0","l81l981iPod0PDIIObIldoQb6Ol9o1Iq","907","Bounce Trippy"
"FN2(Eurobeat Union)","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","d8oDqIQOoD6DQoQbOIP9I6DPPOl89lo6","908","ENDLESS"
"lapix","8","0","5","0","8","0","-1","0","-1","0","13","0","13","0","17","0","17","0","9IdoP1ld9098PI90QQ6bP0Idl1ibo80D","909","Glitch Angel"
"ひまわり*パンチ","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","Dlq6qdP1bOPDObbbQQ6b8iPbd1ODq69P","910","どきドキ バレンタイン"
"O/iviA","8","0","4","0","8","0","-1","0","-1","0","12","0","13","0","16","0","16","0","1900DdoIl00b88q6Qq9ob9D6lQ8IQiPb","911","I Love You"
"U1 overground","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","15","0","15","0","q8i11qPbo9iq8lQb9d08di81Q88q8P9o","912","Hunny Bunny"
"TAG feat. ERi","6","0","3","0","6","0","-1","0","-1","0","11","0","11","0","15","0","15","0","ODdoiODodb0ddIP06IqDQdl100q0dIP6","913","Re:GENERATION"
"ハレトキドキ","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","0dOOOolo0P6180OQDo16DdO6o6D8O8lQ","914","DIGITAL LUV"
"Hylen","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","lbD8DodiOiP8D61lidIi88DIiPqi8o6P","915","Mythomane"
"Zekk","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","dIdDQD1Q8oPQ90Q1DPbiQI661qD9oi6I","916","Golden Arrow"
"BEMANI Sound Team""劇団レコード""ft.Lisa-Paint with stars","6","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","bbiPqbo0lQq9P19i06q690blI91dbbq6","917","Starlight in the Snow"
"BlackY","6","0","3","0","6","0","17","0","17","0","12","0","12","0","15","0","15","0","P1boP1O60bdI16i6lqqd1Q8ioiPbolqd","918","&Omega;VERSOUL"
"ETIA.","8","0","5","0","8","0","16","0","16","0","13","0","13","0","16","0","16","0","qqDOddP66Ol1q1IIOb1OPO68DP1ood1i","919","Firestorm"
"かねこちはる","9","0","5","0","9","0","19","0","19","0","14","0","14","0","18","0","18","0","bIlqP91O9ld1lqlq6qoq9OiPdqIDPP0l","920","Lachryma《Re:Queen&rsquo;M》"
"Blacklolita","7","0","2","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","1qPIiqqQo0P9dD90I11q90b0ooIidbPO","921","CyberConnect"
"ビートまりお(COOL&CREATE)","9","0","4","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","i0P1O6lbP1oDd6q6b08iPPoq6iPdI818","922","最終鬼畜妹フランドール・Ｓ"
"Ryu☆","8","0","4","0","8","0","-1","0","-1","0","13","0","13","0","16","0","16","0","IlbI1QQOPI0o0IdoPI6QPldqQob16DOq","923","ナイト・オブ・ナイツ (Ryu☆Remix)"
"DE DE MOUSE","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","Q8bIddo10ilqbd6I8QOq1bod1OO8dqlO","924","Silly Love"
"BEMANI Sound Team ""HuΣeR × MarL × SYUNN""","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","IDP9ldQoD8bdQ6d9Q0oI6QlI9b6Db9Oo","925","星屑の夜果て"
"立秋 feat. ちょこ","9","0","5","0","9","0","18","0","18","0","12","0","12","0","17","0","17","0","QD9Ib18D9lIO10O19d16PbPb68q1190d","926","び"
"BEMANI Sound Team ""Sota F."" feat.いちか","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","loii6b8OODDOl9q0OD88Ibb9I0qO0PPo","927","ラブキラ☆スプラッシュ"
"NJK Record feat.nachi","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","dq6b0b6OD9DbDPQOO608oDo8Q80ODIqO","928","Crazy Hot"
"A-One feat.Napoleon","6","0","2","0","6","0","-1","0","-1","0","8","0","8","0","10","0","10","0","DDPPI6IIi0i9looibDbiODoOPOl6ID8i","929","Feidie"
"SOUND HOLIC Vs. Eurobeat Union feat. Nana Takahashi","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","QbdQold98oq9lODoIloIbPiIqld6i0Qb","930","GUILTY DIAMONDS"
"SOUND HOLIC Vs. Eurobeat Union feat. Nana Takahashi","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","I9P1dbOqD1qIP8bd9O80Ooo869bldobD","931","No Life Queen [DJ Command Remix]"
"DiGiTAL WiNG with 空音","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","POdll6oPi1dd68q19q8ID6iQ6d08bl99","932","Together Going My Way"
"夜叉姫神楽","7","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","I606oqOODOdQoP0IQOdP6b0DPdb86ddO","933","御伽噺に幕切れを"
"メリー・バッド・メルヘン","6","0","2","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","llo89P08I1PlID9DO8lqdbbq69O8Qiib","934","逆さま&hearts;シンデレラパレード"
"Vanitas Lacrimosa","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","12","0","12","0","qlPqO10q6PliDQDbd01IP0b6iqO0bDb6","935","至上のラトゥーリア"
"BADMYTH","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","Pi81dQi00lo9i1Pib91lQ01i0biIbPIP","936","DeStRuCtIvE FoRcE"
"Yunosuke","6","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","Di8lP6PobQ6l8do0llO9IIqQ6iqqiqDo","937","Hyper Bomb"
"TANUKI","8","0","5","0","8","0","18","0","18","0","12","0","12","0","15","0","15","0","0bq9qI9PoPIlQl89bDO60o9q8I1iIP66","938","HyperTwist"
"PSYQUI","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","16","0","16","0","8oP1ibbO9qdP19d9lQoi1q16P69b1II9","939","In the past"
"Blanc Bunny Bandit","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","ODd6QDIIdi6ild0O8lqIdl0oiQ98669l","940","ROOM"
"kors k","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","891iilD9Pq1lPQd6diqiP0dd611dOPPl","941","Last Card"
"kors k feat.福島蘭世","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","9PoQqIP0D6lPIq9obl1db9IqD0D09i80","942","DANCERUSH STARDOM ANTHEM"
"KOTONOHOUSE","5","0","3","0","5","0","-1","0","-1","0","10","0","10","0","13","0","13","0","0088dOQPiD0Qb0Dl8ol09D98IOllI1id","943","take me higher"
"かめりあ","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","ll0O8PlqQd0iOO8ib61lO6iDiliQdiPP","944","Midnight Amaretto"
"DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team ""U1-ASAMi""","9","0","5","0","9","0","-1","0","-1","0","13","0","13","0","17","0","17","0","oQ868oOio6O90i9qO1o8I96P1do11ID0","945","東京神話"
"Dirty Androids","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","6OiD0q6O8qi6oDbQ18Ilo8do8biDD1ll","946","City Never Sleeps"
"TAG","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","I9Oood9l9li0D08Q6d6DQPiIQiloidO6","947","Riot of Color"
"Moe Shop","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","ID00liOPPd6PiDb09608dQbOIDlQ68qo","948","HYPERDRIVE"
"KOTONOHOUSE","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","dIbPlPdo09i8oOlOQ1OOq166Q8iP8Oqi","949","I Want To Do This Keep"
"Paisley Parks","7","0","3","0","7","0","-1","0","-1","0","12","0","11","0","14","0","14","0","d6OoI6oOd1l99DIoodI9lIDI0bidDP00","950","STEP MACHINE"
"lapix","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","PoP6o0Db8odIO9oOqddodd8IlPl1iDli","951","Our Love"
"BEMANI Sound Team ""Qrispy Joybox"" feat.いちか","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","8i61Oi09bOIP0lOldI668b8IPbIq8l0Q","952","Sparkle Smilin'"
"BEMANI Sound Team ""U1 overground""","6","0","2","0","6","0","-1","0","-1","0","11","0","11","0","14","0","14","0","8Qd118IPdqld06Qd1q10iQd06bDdbdQI","953","ノルエピネフリン"
"BEMANI Sound Team ""Sota F.""","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","17","0","dqQbQ9oPlIi6bDdi18d9qPlDb0PiDddi","954","DIGITALIZER"
"cosMo＠暴走P","8","0","4","0","8","0","-1","0","-1","0","13","0","12","0","16","0","16","0","PllDll9di16l8ild6b688l6OP6olQid8","955","Last Twilight"
"C-Show","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","9IlP00lPi6oOQQqOl1DoI0o10bi1iid1","956","PANIC HOLIC"
"メリー・バッド・メルヘン","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","10","0","10","0","D6IIDqlO8idioiPo8l61Ob11D6Di0DiQ","957","アリスサイド・キャスリング"
"Blanc Bunny Bandit","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","Od08diDbdbl1Pi90QdO0ibqq8D111q9b","958","追憶のアリア"
"夜叉姫神楽","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","8DO0DbDioIid8qDQiQdOdOPOo0PO0906","959","花は折りたし梢は高し"
"Vanitas Lacrimosa","7","0","3","0","6","0","-1","0","-1","0","11","0","10","0","13","0","13","0","QiboqIool99ol9Q0d08b68OIIiD89qqO","960","叛逆のディスパレート"
"movies (moimoi×Xceon×Dai.)","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","6d10P0Pd1PiD1l6DPQdoPD1Q8DP0QlqQ","961","蒼が消えるとき"
"Ryunosuke Kudo","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","D6ll81qoDDPIq0d89O69dIQIldQdQoId","962","Draw the Savage"
"Oyubi","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","oloPOQPQ8Q8IQQoiO9bqdDOo8o6OQ6qI","963","Bang Pad(Werk Mix)"
"AJURIKA","7","0","3","0","6","0","-1","0","-1","0","10","0","10","0","15","0","15","0","Qb8P9PODDo68lPqQ0o6d80bIqDOiPD9Q","964","HARD BRAIN"
"BEMANI Sound Team ""HuΣeR Vs. SYUNN"" feat.いちか","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","16","0","15","0","Dooii0960OioP6Q1l0qi68Q8Dbd9OO91","965","狂水一華"
"U1 undefined behavior","9","0","5","0","9","0","-1","0","-1","0","13","0","13","0","17","0","17","0","i6bl89d6OOi1O00qlQOIl8b8Qld6IiQP","966","DEADLOCK -Out Of Reach-"
"BEMANI Sound Team ""劇団レコード""","5","0","2","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","dQbolPiDiiObioli96DlOo9OlP9DoDIi","967","GHOST KINGDOM"
"BEMANI Sound Team ""dj TAKA"" feat.のの","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","qD1I6qqll88q9dq9PoloD68lqddIDo6O","968","Jetcoaster Windy"
"C-Show","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","15","0","15","0","d10d86DQqqd6QDlQlOI1bQi9do66l8Od","969","MUTEKI BUFFALO"
"lapix (Remixed by Blacklolita)","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","9o6bIq98Qo8dOd11DI0d8boblOqO0I1i","970","Inner Spirit -GIGA HiTECH MIX-"
"Mameyudoufu","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","6Obi001oi9Qd1966dOd6d6Qo66dbbill","971","Going Hypersonic"
"M-Project","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","DodQ1I1DiPIqDQP0PqO6PIQ1iPQd6O8d","972","Rave Accelerator"
"BEMANI Sound Team ""Trance Liquid""","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","13","0","13","0","iIIDo60oO0lOdiQ9ibIPD0106I69098b","973","X-ray binary"
"Vanitas Lacrimosa","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","10","0","10","0","DQ1dqP1IoiD11QOPiI0Q8PqO0Qddo6q6","974","イノセントバイブル"
"夜叉姫神楽","5","0","2","0","5","0","-1","0","-1","0","9","0","8","0","11","0","11","0","q8iPi1DP6Do6D110OQiQDdPq06q80Qb0","975","ウソツキ横丁は雨模様"
"Blanc Bunny Bandit","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","14","0","16b91IPI881lPIo8Qq9Pl1IPiD8Ddodl","976","ハラショー！おにぎりサーカス団☆"
"メリー・バッド・メルヘン","6","0","3","0","6","0","-1","0","-1","0","10","0","11","0","13","0","14","0","Qi1Q6I80b09Oq91OPldbO19080q0dd0b","977","Red Cape Theorem"
"Tanukichi","8","0","4","0","8","0","-1","0","-1","0","13","0","12","0","16","0","16","0","bqi9QiQ0lbi8id6lOi88iIi9lo6Pdd90","978","Lightspeed"
"鹿乃と宇崎ちゃん","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","11","0","PIP1OIoObQ11Q0Po6idiloqOl9OQqqdd","979","なだめスかし Negotiation"
"yama","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","10","0","10","0","IObPQb9QlP0iIiboObPoPqIqDo0O11Qi","980","春を告げる"
"亜咲花","4","0","1","0","4","0","-1","0","-1","0","8","0","8","0","10","0","10","0","QIDqidPlPQll9q6Il0dblIo609lii1di","981","SHINY DAYS"
"Qrispy Joybox feat.Sana","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","91Qdq6DbPDlQOiOq08di0IQo8IP8PPqQ","982","Twinkle Wonderland"
"BEMANI Sound Team ""Sota Fujimori""","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","14","0","13","0","O11olQOQIOOqdo1IbPP8iDDqIP0b1Dl6","983","CONNECT-"
"S.S.D. with ななっち","5","0","2","0","5","0","-1","0","-1","0","11","0","10","0","13","0","13","0","91ioD99OdDD9db8qilod818OPqb88idQ","984","BRIDAL FESTIVAL !!!"
"BEMANI Sound Team ""U1 overground""","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","Q9QlQI6Dd09P6i1bP9d8q0IQlPoqiQ81","985","Never See You Again"
"BEMANI Sound Team ""TAG""","10","0","5","0","10","0","-1","0","-1","0","14","0","14","0","17","0","17","0","l9QibD8IoooD9DIl1O8Q0lo89I9qdido","986","世界の果てに約束の凱歌を -DDR Extended Megamix-"
"BEMANI Sound Team ""あさき隊""","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","11","0","11","0","DdQ1lQ1Qb1P1oPl1QOd0Q0O9qqidiI9q","987","ここからよろしく大作戦143"
"fazerock","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","I189iqQI6iPDdIDbo81b1iD6lIQiI0Po","988","Run The Show"
"Hylen feat. VGYO","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","PibQ18qDb06Doq99boODIDQODqiDQIbP","989","Vertigo"
"L.E.D.-G","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","o9P816l0QQ1b9l1l6i1o6OD9bl9dP00l","990","BITTER CHOCOLATE STRIKER"
"Ryu☆","9","0","5","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","I6DdI9O1Oo8O9lo1D08ldOllo0o166I8","991","We're so Happy"
"Qrispy Joybox feat. mao","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","bi9OolI1P9oI8dDPlbQiq01Dl080PQ61","992","梅雪夜"
